id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,istrain
16181,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,False
51646,Men,Accessories,Watches,Watches,Grey,Winter,Casual,False
17053,Men,Footwear,Sandal,Sandals,Brown,Spring,Casual,False
23266,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
18827,Men,Accessories,Wallets,Wallets,Black,Summer,Formal,False
6404,Men,Footwear,Sandal,Sandals,Yellow,Summer,Casual,False
26714,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,False
12521,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,False
42251,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,False
30671,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Casual,False
43383,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,False
54334,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,False
22172,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,Casual,False
46437,Women,Accessories,Watches,Watches,White,Winter,Casual,False
7710,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual,False
34017,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,False
50552,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,Casual,False
43979,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,False
28448,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,False
42097,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,False
8758,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,False
13635,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual,False
27400,Women,Apparel,Innerwear,Bra,Others,Summer,Casual,False
2262,Unisex,Accessories,Bags,Backpacks,Pink,Fall,Sports,False
33232,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,False
24285,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,False
11162,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,False
25357,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,False
20625,Women,Accessories,Wallets,Wallets,White,Winter,Casual,False
14410,Women,Footwear,Shoes,Heels,Blue,Summer,Casual,False
5047,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,False
37692,Unisex,Accessories,Bags,Backpacks,Blue,Summer,Casual,False
4195,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,False
52205,Women,Accessories,Jewellery,Pendant,White,Fall,Casual,False
10282,Women,Footwear,Shoes,Flats,Black,Winter,Casual,False
11350,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,False
25165,Women,Accessories,Bags,Handbags,Black,Winter,Casual,False
44152,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual,False
14622,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,False
45080,Women,Apparel,Innerwear,Bra,Black,Winter,Casual,False
25959,Women,Accessories,Scarves,Scarves,Red,Summer,Casual,False
46605,Women,Footwear,Shoes,Flats,Beige,Winter,Casual,False
7522,Unisex,Accessories,Bags,Backpacks,Grey,Summer,Casual,False
19901,Women,Footwear,Shoes,Flats,Red,Fall,Casual,False
22340,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,False
16175,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,False
50760,Men,Footwear,Sandal,Sandals,Khaki,Winter,Casual,False
23292,Men,Accessories,Watches,Watches,White,Winter,Casual,False
34225,Men,Apparel,Topwear,Tshirts,Cream,Summer,Casual,False
55212,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual,False
16949,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,False
3182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,False
2050,Men,Apparel,Topwear,Shirts,Black,Winter,Casual,False
43377,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,Casual,False
13407,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,False
59887,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,False
41044,Men,Accessories,Watches,Watches,Beige,Winter,Casual,False
11734,Men,Apparel,Topwear,Tshirts,Cream,Fall,Casual,False
57121,Women,Apparel,Topwear,Tops,White,Summer,Casual,False
40196,Women,Apparel,Topwear,Kurtis,Green,Summer,Ethnic,False
58955,Men,Personal Care,Fragrance,Deodorant,Red,Spring,Casual,False
33464,Women,Accessories,Belts,Belts,White,Summer,Casual,False
52453,Women,Apparel,Loungewear and Nightwear,Nightdress,Red,Winter,Casual,False
15394,Men,Footwear,Flip Flops,Flip Flops,White,Summer,Casual,False
41878,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,False
5611,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,False
20073,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,False
53581,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
58169,Women,Accessories,Bags,Clutches,Blue,Fall,Casual,False
50304,Men,Accessories,Ties,Ties,Red,Summer,Formal,False
6094,Women,Apparel,Topwear,Tops,Red,Summer,Casual,False
34641,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,False
46261,Women,Apparel,Topwear,Tunics,Multi,Summer,Casual,False
7146,Women,Apparel,Topwear,Tops,Red,Fall,Casual,False
35793,Women,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual,False
22724,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,False
16511,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,False
8932,Men,Accessories,Wallets,Wallets,Black,Fall,Casual,False
13063,Men,Accessories,Watches,Watches,Brown,Winter,Casual,False
26384,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,False
19559,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
49229,Men,Accessories,Socks,Socks,Black,Summer,Casual,False
34473,Women,Apparel,Dress,Dresses,Navy Blue,Summer,Casual,False
27858,Women,Apparel,Topwear,Shirts,Purple,Summer,Casual,False
47181,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,False
49827,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,False
7374,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,False
54596,Women,Apparel,Topwear,Kurtas,Orange,Summer,Ethnic,False
13251,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,False
2606,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,False
28810,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,False
43521,Women,Apparel,Bottomwear,Trousers,Black,Summer,Formal,False
31101,Boys,Apparel,Topwear,Shirts,Black,Summer,Casual,False
12383,Men,Apparel,Topwear,Shirts,White,Fall,Formal,False
55444,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual,False
11506,Women,Footwear,Shoes,Heels,Grey,Winter,Casual,False
25733,Men,Accessories,Belts,Belts,Olive,Summer,Casual,False
41276,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,False
14848,Men,Accessories,Wallets,Wallets,Beige,Summer,Casual,False
33656,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,False
57313,Women,Apparel,Innerwear,Bra,White,Winter,Casual,False
36324,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,False
52661,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,False
21393,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,False
20241,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,False
14074,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,False
5423,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
3975,Women,Apparel,Topwear,Tops,Red,Summer,Casual,False
51679,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,False
29763,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
23259,Women,Accessories,Watches,Watches,Steel,Winter,Casual,False
18818,Men,Accessories,Wallets,Wallets,Black,Fall,Formal,False
16982,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,False
49686,Men,Accessories,Ties,Ties,Blue,Summer,Casual,False
9473,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,False
17850,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,False
18024,Women,Accessories,Belts,Belts,Black,Winter,Casual,False
10249,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,False
38423,Women,Accessories,Wallets,Wallets,Purple,Summer,Casual,False
40539,Women,Accessories,Watches,Watches,White,Winter,Casual,False
45877,Men,Accessories,Watches,Watches,Blue,Winter,Casual,False
24840,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,False
44199,Women,Footwear,Flip Flops,Flip Flops,Brown,Winter,Casual,False
32925,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,False
25992,Men,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,Casual,False
38611,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
4962,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
45279,Women,Others,Free Gifts,Free Gifts,Orange,Summer,Casual,False
11995,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,False
59626,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,False
15509,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,False
42860,Women,Accessories,Bags,Handbags,Cream,Summer,Casual,False
29551,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,False
54905,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,False
6609,Men,Apparel,Topwear,Tops,White,Summer,Casual,False
28483,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,False
50599,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,False
8793,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,False
35932,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,False
26519,Men,Apparel,Bottomwear,Shorts,Navy Blue,Spring,Casual,False
18216,Men,Accessories,Socks,Socks,Red,Fall,Casual,False
54139,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,False
23857,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,False
48566,Women,Accessories,Jewellery,Bracelet,Silver,Summer,Casual,False
9641,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,False
15951,Men,Accessories,Ties,Ties,Purple,Fall,Formal,False
14883,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,False
21358,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,False
59242,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
53778,Women,Apparel,Topwear,Tshirts,Magenta,Summer,Casual,False
27893,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,False
30824,Women,Apparel,Bottomwear,Churidar,Grey,Summer,Ethnic,False
29135,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,False
46098,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,False
26941,Women,Apparel,Topwear,Tshirts,Lavender,Summer,Casual,False
18672,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,False
48102,Women,Apparel,Topwear,Tops,Red,Summer,Casual,False
9225,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,False
30018,Women,Accessories,Watches,Watches,White,Winter,Casual,False
29909,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
12348,Men,Accessories,Bags,Handbags,Green,Spring,Others,False
17408,Men,Accessories,Socks,Socks,Black,Summer,Casual,False
47378,Women,Accessories,Bags,Handbags,Navy Blue,Summer,Casual,False
13894,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,False
12946,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,False
48330,Women,Accessories,Bags,Handbags,Yellow,Summer,Casual,False
9017,Unisex,Accessories,Belts,Belts,Black,Winter,Casual,False
18440,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,Casual,False
6863,Women,Apparel,Bottomwear,Capris,Black,Summer,Ethnic,False
19592,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,False
21956,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,False
39195,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,False
56038,Women,Personal Care,Lips,Lipstick,Red,Spring,Casual,False
24418,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,False
38047,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
52498,Women,Apparel,Loungewear and Nightwear,Bath Robe,Blue,Winter,Casual,False
59070,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,False
4708,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,False
11539,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,False
41249,Men,Accessories,Belts,Belts,Brown,Summer,Formal,False
39353,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
14877,Women,Accessories,Bags,Handbags,Black,Summer,Casual,False
15199,Men,Apparel,Topwear,Tshirts,Lavender,Fall,Casual,False
1880,Men,Apparel,Topwear,Tshirts,Black,Winter,Casual,False
27867,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,False
28013,Men,Apparel,Innerwear,Trunk,Charcoal,Winter,Casual,False
31902,Women,Apparel,Innerwear,Briefs,Black,Summer,Casual,False
49818,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,Casual,False
18686,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual,False
2639,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,False
8303,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,False
49024,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,False
46850,Girls,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,False
26189,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,Casual,False
28221,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,False
13860,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,False
7179,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,False
27269,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,False
6897,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,False
7945,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,False
55649,Women,Footwear,Shoes,Heels,Blue,Winter,Ethnic,False
19566,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
8131,Women,Accessories,Watches,Watches,Black,Winter,Casual,False
32589,Women,Apparel,Bottomwear,Shorts,Black,Summer,Casual,False
39161,Women,Apparel,Topwear,Kurtas,Black,Winter,Ethnic,False
36915,Men,Accessories,Wallets,Wallets,Brown,Winter,Casual,False
41847,Unisex,Accessories,Bags,Messenger Bag,White,Summer,Casual,False
59084,Women,Apparel,Innerwear,Bra,White,Summer,Casual,False
36129,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,False
57922,Women,Apparel,Bottomwear,Leggings,Purple,Summer,Casual,False
44509,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,False
58156,Women,Accessories,Bags,Handbags,White,Summer,Casual,False
40995,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,False
3981,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,False
29797,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,False
28645,Women,Apparel,Topwear,Tshirts,Black,Summer,Sports,False
17098,Women,Accessories,Wallets,Wallets,Black,Winter,Casual,False
2853,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,False
19102,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,False
16976,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,False
8555,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,False
49672,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,False
43348,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,False
9487,Unisex,Accessories,Bags,Backpacks,Grey,Fall,Casual,False
13438,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
44951,Women,Personal Care,Fragrance,Deodorant,White,Spring,Casual,False
52834,Women,Accessories,Jewellery,Earrings,Turquoise Blue,Fall,Ethnic,False
39505,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,Casual,False
45883,Men,Accessories,Watches,Watches,Blue,Winter,Casual,False
58532,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,Casual,False
25966,Women,Apparel,Dress,Dresses,Brown,Summer,Casual,False
4398,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,False
5844,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,False
25368,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,Casual,False
4996,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,False
39737,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,False
58700,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,False
5078,Women,Accessories,Watches,Watches,Blue,Winter,Casual,False
11961,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,Casual,False
16378,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,Formal,False
42894,Women,Accessories,Belts,Belts,Beige,Summer,Casual,False
55823,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,Casual,False
46408,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,False
34028,Boys,Apparel,Topwear,Shirts,Black,Summer,Casual,False
43946,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,False
28477,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,False
22971,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,False
19330,Women,Apparel,Topwear,Jackets,Black,Fall,Casual,False
34814,Women,Footwear,Flip Flops,Flip Flops,White,Summer,Casual,False
48592,Women,Accessories,Jewellery,Earrings,Silver,Summer,Casual,False
30488,Women,Apparel,Innerwear,Bra,White,Summer,Casual,False
47186,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,False
7373,Men,Footwear,Sandal,Sandals,Black,Winter,Casual,False
46054,Women,Accessories,Jewellery,Bracelet,Green,Winter,Casual,False
16724,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,False
49820,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,Casual,False
43526,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,Casual,False
28817,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,False
2601,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,False
13256,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,False
55443,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,False
46868,Men,Accessories,Socks,Socks,Black,Summer,Casual,False
31106,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,False
41271,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,False
25734,Men,Accessories,Belts,Belts,Brown,Summer,Casual,False
21394,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,False
36323,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,False
5424,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,False
44703,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,False
14073,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,False
20246,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,False
11733,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,False
41043,Men,Accessories,Watches,Watches,White,Winter,Casual,False
59880,Women,Apparel,Bottomwear,Stockings,Black,Fall,Casual,False
39159,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,False
33463,Women,Accessories,Belts,Belts,Brown,Summer,Casual,False
58952,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,Casual,False
20848,Women,Accessories,Bags,Clutches,Black,Winter,Casual,False
57126,Women,Apparel,Topwear,Tops,Red,Summer,Casual,False
36111,Men,Accessories,Wallets,Wallets,Brown,Fall,Casual,False
52454,Women,Apparel,Loungewear and Nightwear,Nightdress,Magenta,Winter,Casual,False
15393,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Casual,False
39965,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,Casual,False
53586,Men,Accessories,Watches,Watches,Silver,Winter,Casual,False
20074,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual,False
5616,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,False
6093,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,False
13858,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,False
34646,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,False
28219,Men,Personal Care,Fragrance,Deodorant,Green,Spring,Casual,False
50303,Men,Accessories,Ties,Ties,Red,Summer,Formal,False
16516,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,False
8935,Men,Accessories,Wallets,Wallets,Grey,Fall,Casual,False
22723,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual,False
7141,Women,Apparel,Topwear,Tunics,Gold,Fall,Casual,False
35794,Women,Footwear,Shoes,Heels,Black,Summer,Casual,False
46266,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,False
13064,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,False
43714,Women,Accessories,Jewellery,Bangle,Gold,Summer,Casual,False
31334,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,False
8109,Men,Accessories,Belts,Belts,Beige,Winter,Casual,False
26383,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,False
10285,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,False
44969,Men,Others,Free Gifts,Free Gifts,Gold,Winter,Casual,False
25162,Women,Accessories,Bags,Handbags,Black,Winter,Casual,False
11357,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,False
41427,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,False
14625,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,False
20410,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,False
5272,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual,False
44155,Men,Personal Care,Fragrance,Fragrance Gift Set,Brown,Spring,Casual,False
45087,Women,Apparel,Loungewear and Nightwear,Others,Pink,Summer,Casual,False
16172,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,False
22347,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,False
7525,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,False
19906,Unisex,Accessories,Bags,Backpacks,Blue,Winter,Casual,False
46602,Women,Footwear,Shoes,Heels,Blue,Summer,Casual,False
34222,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,False
55215,Women,Personal Care,Lips,Lipstick,Red,Spring,Casual,False
13400,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,False
43370,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,False
30682,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,False
2057,Men,Apparel,Topwear,Tshirts,Orange,Winter,Casual,False
7717,Women,Footwear,Shoes,Casual Shoes,White,Fall,Casual,False
51487,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,False
16340,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,False
22175,Women,Footwear,Sandal,Sports Sandals,Brown,Fall,Casual,False
50555,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,False
34010,Girls,Apparel,Topwear,Tops,Black,Summer,Casual,False
55027,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,False
19308,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,False
31562,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,False
49478,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,False
22949,Unisex,Accessories,Watches,Watches,White,Winter,Casual,False
42090,Women,Footwear,Shoes,Sports Shoes,Others,Summer,Sports,False
2265,Women,Apparel,Topwear,Tshirts,Orange,Fall,Sports,False
27407,Women,Apparel,Bottomwear,Capris,Charcoal,Summer,Casual,False
13632,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Red,Summer,Casual,False
57770,Women,Personal Care,Skin,Mask and Peel,Yellow,Spring,Casual,False
33235,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,False
25350,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,False
11165,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,False
5040,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Sports,False
37695,Unisex,Accessories,Bags,Backpacks,Brown,Summer,Casual,False
14417,Women,Footwear,Shoes,Heels,Black,Summer,Casual,False
58738,Women,Apparel,Topwear,Tops,Pink,Winter,Casual,False
52202,Women,Accessories,Jewellery,Pendant,Silver,Fall,Casual,False
4192,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,False
11959,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,False
36747,Boys,Apparel,Apparel Set,Others,White,Summer,Casual,False
1626,Unisex,Others,Others,Others,Blue,Summer,Sports,False
40501,Men,Accessories,Watches,Watches,White,Winter,Casual,False
10271,Women,Footwear,Shoes,Heels,Red,Fall,Casual,False
24044,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,False
25196,Women,Accessories,Bags,Handbags,Beige,Winter,Casual,False
56464,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Casual,False
32121,Men,Apparel,Innerwear,Briefs,White,Summer,Casual,False
53116,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,False
5286,Unisex,Accessories,Bags,Handbags,Grey,Winter,Casual,False
36581,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,False
4354,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,False
21536,Women,Accessories,Bags,Handbags,Magenta,Winter,Casual,False
15703,Men,Apparel,Topwear,Shirts,White,Fall,Casual,False
51641,Men,Accessories,Watches,Watches,Black,Winter,Casual,False
35304,Women,Accessories,Jewellery,Earrings,Pink,Winter,Ethnic,False
47724,Women,Accessories,Bags,Handbags,Bronze,Summer,Casual,False
18820,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,False
6403,Men,Footwear,Sandal,Sandals,Grey,Summer,Casual,False
28689,Women,Apparel,Topwear,Kurtas,Black,Summer,Casual,False
23261,Men,Accessories,Watches,Watches,Steel,Winter,Casual,False
17054,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,False
3171,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,False
42256,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,False
12526,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,False
26713,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,False
43384,Men,Accessories,Wallets,Wallets,Green,Summer,Casual,False
17868,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,False
30676,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,False
35136,Women,Accessories,Jewellery,Bangle,Green,Fall,Casual,False
51473,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,False
29569,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,False
22181,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,False
42858,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,False
23053,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,False
17266,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,False
47516,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual,False
6631,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,False
12714,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,False
26521,Men,Apparel,Bottomwear,Shorts,Blue,Spring,Casual,False
3343,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,False
31596,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,False
